abn,isCurrent,replacedFrom,entityStatus,effectiveFrom,effectiveTo,entityTypeCode,entityDescription,acnc_status,acnc_status_from,acnc_status_to,record_last_updated,gst,dgr,main_trading_names,other_trading_names,main_business_physical_address,tax_concession_endorsements
42158864865,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2653"", ""effectiveFrom"": ""2017-09-28"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
71966492684,Y,0001-01-01,Active,2020-05-04,0001-01-01,OIE,Other Incorporated Entity,Registered,2020-05-17,0001-01-01,2024-09-19,,"{""endorsedFrom"": ""2020-10-03"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2653"", ""effectiveFrom"": ""2020-05-04"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2020-05-17"", ""effectiveTo"": ""0001-01-01""}"
72757629037,Y,0001-01-01,Active,2022-04-18,0001-01-01,OIE,Other Incorporated Entity,Registered,2022-04-18,0001-01-01,2022-05-13,"{""effectiveFrom"": ""2022-04-18"", ""effectiveTo"": ""0001-01-01""}",,,,"{""stateCode"": ""NSW"", ""postcode"": ""2653"", ""effectiveFrom"": ""2022-04-18"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2022-04-18"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2022-04-18"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2022-04-18"", ""effectiveTo"": ""0001-01-01""}]"
17874820352,Y,0001-01-01,Active,2000-05-18,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2020-01-06,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""TUMBARUMBA COMMUNITY CHURCH"", ""effectiveFrom"": ""2000-07-28""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2653"", ""effectiveFrom"": ""2015-07-24"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
93824126367,Y,0001-01-01,Active,2025-02-14,0001-01-01,OIE,Other Incorporated Entity,Registered,2025-02-14,0001-01-01,2025-07-15,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2653"", ""effectiveFrom"": ""2025-02-14"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2025-02-14"", ""effectiveTo"": ""0001-01-01""}"
94258953985,Y,0001-01-01,Active,2000-06-07,0001-01-01,OIE,Other Incorporated Entity,Registered,2021-02-04,0001-01-01,2021-03-19,,,"{""organisationName"": ""NSW FLORAL ART ASSOCIATION INC"", ""effectiveFrom"": ""2000-06-07""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2653"", ""effectiveFrom"": ""2017-12-04"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2021-02-04"", ""effectiveTo"": ""0001-01-01""}"
54605960981,Y,0001-01-01,Active,2012-08-10,0001-01-01,OIE,Other Incorporated Entity,Registered,2015-01-08,0001-01-01,2023-08-03,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2627"", ""effectiveFrom"": ""2015-01-30"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2015-01-08"", ""effectiveTo"": ""0001-01-01""}"
17608575560,Y,0001-01-01,Active,2015-10-05,0001-01-01,PUB,Australian Public Company,Registered,2015-10-05,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2018-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2015-10-05"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2627"", ""effectiveFrom"": ""2015-10-05"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2015-10-05"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2015-10-05"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2015-10-05"", ""effectiveTo"": ""0001-01-01""}]"
26077364688,Y,0001-01-01,Active,1999-11-01,0001-01-01,PUB,Australian Public Company,Registered,2012-12-03,0001-01-01,2025-08-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,,,"{""stateCode"": ""NSW"", ""postcode"": ""2627"", ""effectiveFrom"": ""2022-09-08"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
96649408954,Y,0001-01-01,Active,2019-10-05,0001-01-01,OIE,Other Incorporated Entity,Registered,2019-11-25,0001-01-01,2024-02-01,,"{""endorsedFrom"": ""2024-01-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2627"", ""effectiveFrom"": ""2019-10-05"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2019-11-25"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2019-11-25"", ""effectiveTo"": ""0001-01-01""}]"
36480903947,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2021-07-01,0001-01-01,2024-01-31,,"{""endorsedFrom"": ""2024-01-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}","{""organisationName"": ""L.A.O.K.O. INC."", ""effectiveFrom"": ""2000-06-09""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2627"", ""effectiveFrom"": ""2021-11-03"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2021-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2021-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2021-07-01"", ""effectiveTo"": ""0001-01-01""}]"
42896590979,Y,0001-01-01,Active,2000-04-19,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""SNOWY MOUNTAINTS CARE AND EARLY LEARNING CENTRE INCORPORATED"", ""effectiveFrom"": ""2007-06-27""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2627"", ""effectiveFrom"": ""2014-12-16"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
49232163514,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,,,"{""stateCode"": ""NSW"", ""postcode"": ""2627"", ""effectiveFrom"": ""2014-12-11"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
15069768038,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""2AAAFM"", ""effectiveFrom"": ""2000-06-26""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2002-04-30"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}]"
15575703370,Y,0001-01-01,Active,2000-07-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,,"{""organisationName"": ""STURT PUBLIC SCHOOL P&C ASSOCIATION"", ""effectiveFrom"": ""2000-07-01""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
16305336271,Y,0001-01-01,Active,2000-04-26,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""CHURCH OF CHRIST WAGGA WAGGA"", ""effectiveFrom"": ""2000-04-26""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2018-11-05"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
17657415676,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2024-08-28,,,"{""organisationName"": ""FRIENDS OF THE WAGGA WAGGA CITY LIBRARY INC"", ""effectiveFrom"": ""2000-07-24""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2000-07-24"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}"
19971411057,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2020-12-03,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""KINGS COLLEGE INCORPORATED"", ""effectiveFrom"": ""2006-02-10""}","{""organisationName"": ""Kings Kids Early Learning Centre"", ""effectiveFrom"": ""2006-08-03""}","{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2015-07-31"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
20673022996,Y,0001-01-01,Active,2001-03-06,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2016-03-13"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2001-03-06"", ""effectiveTo"": ""0001-01-01""}]"
23801964566,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,"{""endorsedFrom"": ""2000-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Items 1 & 4""}","{""organisationName"": ""FRIENDS REGIONAL ART GALLERY WAGGA WAGGA"", ""effectiveFrom"": ""2000-07-27""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2015-06-14"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}]"
29154714130,Y,0001-01-01,Active,1999-11-01,0001-01-01,TRT,Other trust,Registered,2012-12-03,0001-01-01,2019-04-09,,,"{""organisationName"": ""KOORINGAL GOSPEL TRUST"", ""effectiveFrom"": ""2000-07-11""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2017-01-31"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
31724690101,Y,0001-01-01,Active,2000-06-11,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""ST ANDREWS PRESBYTERIAN CHURCH WAGGA WAGGA"", ""effectiveFrom"": ""2000-10-27""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2000-06-11"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
32469561764,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2025-02-11,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""UNITING CHURCH IN AUSTRALIA RIVERINA PRESBYTERY"", ""effectiveFrom"": ""2000-06-01""}","{""organisationName"": ""ATHOLE CAMPSITE"", ""effectiveFrom"": ""2000-07-15""}","{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2025-02-11"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
36305090709,Y,0001-01-01,Active,2005-07-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""COC St Mary and St John the Beloved Dioceses of Sydney & Affiliated Regions"", ""effectiveFrom"": ""2005-07-01""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2014-09-10"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2012-12-03"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2012-12-03"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2012-12-03"", ""effectiveTo"": ""0001-01-01""}]"
36557289480,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-09-18,,,"{""organisationName"": ""TOLLAND PRIMARY SCHOOL CANTEEN"", ""effectiveFrom"": ""2008-12-09""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2000-06-12"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
43388962607,Y,0001-01-01,Active,2000-04-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-10,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""ST PAULS ANGLICAN CHURCH"", ""effectiveFrom"": ""2000-04-18""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2014-09-21"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
46243640812,Y,0001-01-01,Active,2000-06-14,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-10,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2015-05-19"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
47625481313,Y,0001-01-01,Active,2015-01-29,0001-01-01,FXT,Fixed Trust,Registered,2015-01-29,0001-01-01,2019-04-09,,"{""endorsedFrom"": ""2015-01-29"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR - Private Ancillary Fund"", ""itemNumber"": ""Item 2""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2019-01-14"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2015-01-29"", ""effectiveTo"": ""0001-01-01""}"
55002407294,Y,0001-01-01,Active,2000-05-05,0001-01-01,PUB,Australian Public Company,Registered,2012-12-03,0001-01-01,2020-02-04,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2000-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}","{""organisationName"": ""KURRAJONG WARATAH"", ""effectiveFrom"": ""2000-05-05""}","[{""organisationName"": ""SPINS COFFEE SHOP"", ""effectiveFrom"": ""2002-12-06""}, {""organisationName"": ""SPINS GARDENING SERVICE"", ""effectiveFrom"": ""2002-12-06""}, {""organisationName"": ""KURRAJONG WARATAH"", ""effectiveFrom"": ""2000-05-06""}, {""organisationName"": ""CLIPPINGS"", ""effectiveFrom"": ""2000-05-05""}, {""organisationName"": ""CULINARY CAPERS"", ""effectiveFrom"": ""2000-05-05""}, {""organisationName"": ""KURRAJONG RECYCLING"", ""effectiveFrom"": ""2000-05-05""}, {""organisationName"": ""THE CLOTHES BASKET"", ""effectiveFrom"": ""2000-05-05""}, {""organisationName"": ""WARATAH INDUSTRIES"", ""effectiveFrom"": ""2000-05-05""}, {""organisationName"": ""WORK SOLUTIONS"", ""effectiveFrom"": ""2000-05-05""}]","{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2000-05-05"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
56485277481,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""TRUSTEES OF THE DIOCESE OF WAGGA WAGGA AS TRUSTEE FOR ST FRANCIS XAVIER SCHOOL"", ""effectiveFrom"": ""2000-05-25""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2007-10-07"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
59405570378,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2025-07-04,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2025-06-18"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}","{""organisationName"": ""MURRUMBIDGEE LANDCARE INCORPORATED"", ""effectiveFrom"": ""2008-02-25""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2024-01-23"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}]"
64343611276,Y,0001-01-01,Active,2000-07-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2008-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2000-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}","{""organisationName"": ""RIDING FOR THE DISABLED ASSOCIATION (N.S.W) WAGGA GROUP"", ""effectiveFrom"": ""2008-08-01""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2014-09-10"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
64737673161,Y,0001-01-01,Active,1999-12-26,0001-01-01,TRT,Other trust,Registered,2012-12-03,0001-01-01,2019-04-09,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2014-12-18"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2001-07-01"", ""effectiveTo"": ""0001-01-01""}]"
71032808826,Y,0001-01-01,Active,2000-04-11,0001-01-01,PUB,Australian Public Company,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""WAGGA WAGGA CHRISTIAN COLLEGE"", ""effectiveFrom"": ""2000-04-11""}","{""organisationName"": ""WAGGA WAGGA CHRISTIAN COLLEGE"", ""effectiveFrom"": ""2000-06-02""}","{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2014-09-13"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
